dialogue_id,context,question,answer,answer_start,evidence_turn,evidence_utterance
tr_427,You got a letter in the mail . Give it to me . What is it ? It ' s from NYU . What does it say ? I didn ' t get accepted . You can ' t be serious !,The target utterance is 'You can ' t be serious !'. What is the causal span that triggers the emotion surprise?,I didn ' t get accepted .,97,6.0,I didn ' t get accepted .
tr_427,You got a letter in the mail . Give it to me . What is it ? It ' s from NYU . What does it say ? I didn ' t get accepted . You can ' t be serious ! I ' m serious . Are you all right ? NYU was my first choice .,The target utterance is 'NYU was my first choice .'. What is the causal span that triggers the emotion sadness?,I didn ' t get accepted .,97,6.0,I didn ' t get accepted .
tr_427,You got a letter in the mail . Give it to me . What is it ? It ' s from NYU . What does it say ? I didn ' t get accepted . You can ' t be serious ! I ' m serious . Are you all right ? NYU was my first choice . I ' m sorry that you didn ' t get in .,The target utterance is 'I ' m sorry that you didn ' t get in .'. What is the causal span that triggers the emotion sadness?,I didn ' t get accepted .,97,6.0,I didn ' t get accepted .
tr_2347,"Philip , I was really glad to hear about your award . Congratulations !","The target utterance is 'Philip , I was really glad to hear about your award . Congratulations !'. What is the causal span that triggers the emotion happiness?",I was really glad to hear about your award .,9,1.0,"Philip , I was really glad to hear about your award . Congratulations !"
tr_2347,"Philip , I was really glad to hear about your award . Congratulations ! Thanks , Denise . Actually , I was really surprised . I mean , there were a lot of qualified people out there .","The target utterance is 'Thanks , Denise . Actually , I was really surprised . I mean , there were a lot of qualified people out there .'. What is the causal span that triggers the emotion happiness?","Philip , I was really glad to hear about your award . Congratulations !",0,1.0,"Philip , I was really glad to hear about your award . Congratulations !"
tr_2347,"Philip , I was really glad to hear about your award . Congratulations ! Thanks , Denise . Actually , I was really surprised . I mean , there were a lot of qualified people out there . Sure . But the work you did was really exceptional ! You definitely deserved it !",The target utterance is 'Sure . But the work you did was really exceptional ! You definitely deserved it !'. What is the causal span that triggers the emotion happiness?,I was really glad to hear about your award .,9,1.0,"Philip , I was really glad to hear about your award . Congratulations !"
tr_2347,"Philip , I was really glad to hear about your award . Congratulations ! Thanks , Denise . Actually , I was really surprised . I mean , there were a lot of qualified people out there . Sure . But the work you did was really exceptional ! You definitely deserved it ! Thanks a lot . I expect to see your name nominated pretty soon , too . You ' Ve been doing some great work !","The target utterance is 'Thanks a lot . I expect to see your name nominated pretty soon , too . You ' Ve been doing some great work !'. What is the causal span that triggers the emotion happiness?","Philip , I was really glad to hear about your award . Congratulations !",0,1.0,"Philip , I was really glad to hear about your award . Congratulations !"
tr_3228,"Please help yourself to whatever you like , don't be shy .","The target utterance is 'Please help yourself to whatever you like , don't be shy .'. What is the causal span that triggers the emotion happiness?",b,50,,
tr_3228,"Please help yourself to whatever you like , don't be shy . Yes , thank you . I ' Ve already been helping myself .","The target utterance is 'Yes , thank you . I ' Ve already been helping myself .'. What is the causal span that triggers the emotion happiness?",b,50,,
tr_3228,"Please help yourself to whatever you like , don't be shy . Yes , thank you . I ' Ve already been helping myself . This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good .","The target utterance is 'This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good .'. What is the causal span that triggers the emotion happiness?",This dish tastes terrific .,114,3.0,"This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good ."
tr_3228,"Please help yourself to whatever you like , don't be shy . Yes , thank you . I ' Ve already been helping myself . This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good . I like hot food , especially Sichuan cuisine .","The target utterance is 'I like hot food , especially Sichuan cuisine .'. What is the causal span that triggers the emotion happiness?",I like hot food,212,4.0,"I like hot food , especially Sichuan cuisine ."
tr_3228,"Please help yourself to whatever you like , don't be shy . Yes , thank you . I ' Ve already been helping myself . This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good . I like hot food , especially Sichuan cuisine . Would you like another beer ?",The target utterance is 'Would you like another beer ?'. What is the causal span that triggers the emotion happiness?,This dish tastes terrific .,114,3.0,"This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good ."
tr_3228,"Please help yourself to whatever you like , don't be shy . Yes , thank you . I ' Ve already been helping myself . This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good . I like hot food , especially Sichuan cuisine . Would you like another beer ? I'II have another cup of beer insist . I know I don't like to drink alone , especially there are someone sitting there next to me .","The target utterance is 'I'II have another cup of beer insist . I know I don't like to drink alone , especially there are someone sitting there next to me .'. What is the causal span that triggers the emotion happiness?",I like hot food,212,4.0,"I like hot food , especially Sichuan cuisine ."
tr_3228,"Please help yourself to whatever you like , don't be shy . Yes , thank you . I ' Ve already been helping myself . This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good . I like hot food , especially Sichuan cuisine . Would you like another beer ? I'II have another cup of beer insist . I know I don't like to drink alone , especially there are someone sitting there next to me . Come on , it's the weekend . Let's taste and enjoy this meal . Cheers !","The target utterance is 'Come on , it's the weekend . Let's taste and enjoy this meal . Cheers !'. What is the causal span that triggers the emotion happiness?",b,50,,
tr_3228,"Please help yourself to whatever you like , don't be shy . Yes , thank you . I ' Ve already been helping myself . This dish tastes terrific . Would you like to try a little ? It is a little hot , but very good . I like hot food , especially Sichuan cuisine . Would you like another beer ? I'II have another cup of beer insist . I know I don't like to drink alone , especially there are someone sitting there next to me . Come on , it's the weekend . Let's taste and enjoy this meal . Cheers ! Bottom's up , and you're right . This meal is incredible . I wish I had known this restaurant before . Thanks for bringing me here . I know I'll be back soon .","The target utterance is 'Bottom's up , and you're right . This meal is incredible . I wish I had known this restaurant before . Thanks for bringing me here . I know I'll be back soon .'. What is the causal span that triggers the emotion happiness?",This meal is incredible .,526,8.0,"Bottom's up , and you're right . This meal is incredible . I wish I had known this restaurant before . Thanks for bringing me here . I know I'll be back soon ."
tr_2412,"Hi , Mike . We're having a party tonight , wanna come join us ? You can bring your girlfriend . Well . I am breaking up with Cathy .",The target utterance is 'Well . I am breaking up with Cathy .'. What is the causal span that triggers the emotion sadness?,I am breaking up with Cathy .,103,2.0,Well . I am breaking up with Cathy .
tr_2412,"Hi , Mike . We're having a party tonight , wanna come join us ? You can bring your girlfriend . Well . I am breaking up with Cathy . What happened ? Did you have a fight ?",The target utterance is 'What happened ? Did you have a fight ?'. What is the causal span that triggers the emotion surprise?,I am breaking up with Cathy .,103,2.0,Well . I am breaking up with Cathy .
tr_2412,"Hi , Mike . We're having a party tonight , wanna come join us ? You can bring your girlfriend . Well . I am breaking up with Cathy . What happened ? Did you have a fight ? No . She is really a very nice girl ... Yeah , she is . She is pretty , caring , getting easy-going and she is a great cook . She is a gem . Well , you are right . But sometimes she is too caring . Well , no ... she ' s just possessive and I kind of want a break ... you know ... for some room for myself . Oh ? ! Did you talk with her about it ? I've tried , but it didn't work . So , when are you going to tell her ? Maybe tonight . I don't know . I don't know how to tell her .",The target utterance is 'Maybe tonight . I don't know . I don't know how to tell her .'. What is the causal span that triggers the emotion sadness?,I am breaking up with Cathy .,103,2.0,Well . I am breaking up with Cathy .
tr_2118,"Mike , did you win the lottery or something ? Why the big smile ? I'm so relieved . I just passed the bar exam .",The target utterance is 'I'm so relieved . I just passed the bar exam .'. What is the causal span that triggers the emotion happiness?,I just passed the bar exam .,84,2.0,I'm so relieved . I just passed the bar exam .
tr_2118,"Mike , did you win the lottery or something ? Why the big smile ? I'm so relieved . I just passed the bar exam . You did ? That's great ! You must be very happy now ?",The target utterance is 'You did ? That's great ! You must be very happy now ?'. What is the causal span that triggers the emotion surprise?,I just passed the bar exam .,84,2.0,I'm so relieved . I just passed the bar exam .
tr_2118,"Mike , did you win the lottery or something ? Why the big smile ? I'm so relieved . I just passed the bar exam . You did ? That's great ! You must be very happy now ? That's an understatement . I'm on cloud nine . I couldn't be any happier .",The target utterance is 'That's an understatement . I'm on cloud nine . I couldn't be any happier .'. What is the causal span that triggers the emotion happiness?,I just passed the bar exam .,84,2.0,I'm so relieved . I just passed the bar exam .
tr_2118,"Mike , did you win the lottery or something ? Why the big smile ? I'm so relieved . I just passed the bar exam . You did ? That's great ! You must be very happy now ? That's an understatement . I'm on cloud nine . I couldn't be any happier . Did you tell your parents yet ? Not yet . I didn't get a hold of them . I'll try to call them again tonight . They're probably going to be so happy .",The target utterance is 'They're probably going to be so happy .'. What is the causal span that triggers the emotion happiness?,I just passed the bar exam .,84,2.0,I'm so relieved . I just passed the bar exam .
tr_2118,"Mike , did you win the lottery or something ? Why the big smile ? I'm so relieved . I just passed the bar exam . You did ? That's great ! You must be very happy now ? That's an understatement . I'm on cloud nine . I couldn't be any happier . Did you tell your parents yet ? Not yet . I didn't get a hold of them . I'll try to call them again tonight . They're probably going to be so happy . I think so . It's turning out to be a great day .",The target utterance is 'I think so . It's turning out to be a great day .'. What is the causal span that triggers the emotion happiness?,I just passed the bar exam .,84,2.0,I'm so relieved . I just passed the bar exam .
tr_2911,"ORG ! It must be so late where you are . What time is it ? just after 2 am . what's wrong ? Can't sleep ? nope , actually I was waiting for you . I have something big to tell you . really ? What is it ?",The target utterance is 'really ? What is it ?'. What is the causal span that triggers the emotion surprise?,I was waiting for you . I have something big to tell you .,122,4.0,"nope , actually I was waiting for you . I have something big to tell you ."
tr_2911,"ORG ! It must be so late where you are . What time is it ? just after 2 am . what's wrong ? Can't sleep ? nope , actually I was waiting for you . I have something big to tell you . really ? What is it ? I have an offer to work for a company in your city today ? I can't believe it ! Is it real ? You're moving here ?",The target utterance is 'I can't believe it ! Is it real ? You're moving here ?'. What is the causal span that triggers the emotion surprise?,I have an offer to work for a company in your city today ?,203,6.0,I have an offer to work for a company in your city today ?
tr_2911,"ORG ! It must be so late where you are . What time is it ? just after 2 am . what's wrong ? Can't sleep ? nope , actually I was waiting for you . I have something big to tell you . really ? What is it ? I have an offer to work for a company in your city today ? I can't believe it ! Is it real ? You're moving here ? I haven't accepted the position yet and with the upcoming holiday I think it's the perfect chance to visit the city and take a good look at the company before deciding . If you have time I think we c just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon ! me too . But I think I am going to bed now . my head is getting heavy . Have a nice day there !",The target utterance is 'me too . But I think I am going to bed now . my head is getting heavy . Have a nice day there !'. What is the causal span that triggers the emotion happiness?,"just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon !",517,9.0,"just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon !"
tr_2911,"ORG ! It must be so late where you are . What time is it ? just after 2 am . what's wrong ? Can't sleep ? nope , actually I was waiting for you . I have something big to tell you . really ? What is it ? I have an offer to work for a company in your city today ? I can't believe it ! Is it real ? You're moving here ? I haven't accepted the position yet and with the upcoming holiday I think it's the perfect chance to visit the city and take a good look at the company before deciding . If you have time I think we c just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon ! me too . But I think I am going to bed now . my head is getting heavy . Have a nice day there ! thanks . This is so exciting . Sleep tight and sweet dreams !",The target utterance is 'thanks . This is so exciting . Sleep tight and sweet dreams !'. What is the causal span that triggers the emotion happiness?,"just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon !",517,9.0,"just give me the dates and I'll make sure I'm free . You know after all these chatting online , it will be great to meet you in real life . I look forward to seeing you soon !"
tr_155,The music has started .,The target utterance is 'The music has started .'. What is the causal span that triggers the emotion happiness?,The music has started .,0,1.0,The music has started .
tr_155,The music has started . How do you like this waltz ?,The target utterance is 'How do you like this waltz ?'. What is the causal span that triggers the emotion happiness?,The music has started .,0,1.0,The music has started .
tr_155,The music has started . How do you like this waltz ? It's very nice .,The target utterance is 'It's very nice .'. What is the causal span that triggers the emotion happiness?,It's very nice .,53,3.0,It's very nice .
tr_155,The music has started . How do you like this waltz ? It's very nice . May I ask you for a dance ?,The target utterance is 'May I ask you for a dance ?'. What is the causal span that triggers the emotion happiness?,May I ask you for a dance ?,70,4.0,May I ask you for a dance ?
tr_155,The music has started . How do you like this waltz ? It's very nice . May I ask you for a dance ? Certainly .,The target utterance is 'Certainly .'. What is the causal span that triggers the emotion happiness?,May I ask you for a dance ?,70,4.0,May I ask you for a dance ?
tr_155,The music has started . How do you like this waltz ? It's very nice . May I ask you for a dance ? Certainly . You are doing the waltz wonderfully well .,The target utterance is 'You are doing the waltz wonderfully well .'. What is the causal span that triggers the emotion happiness?,You are doing the waltz wonderfully well .,110,6.0,You are doing the waltz wonderfully well .
tr_155,"The music has started . How do you like this waltz ? It's very nice . May I ask you for a dance ? Certainly . You are doing the waltz wonderfully well . Thanks . I'm glad you say so . Oh , the music has stopped .","The target utterance is 'Thanks . I'm glad you say so . Oh , the music has stopped .'. What is the causal span that triggers the emotion happiness?",You are doing the waltz wonderfully well .,110,6.0,You are doing the waltz wonderfully well .
tr_2706,How nice it is here,The target utterance is 'How nice it is here'. What is the causal span that triggers the emotion happiness?,How nice it is here,0,1.0,How nice it is here
tr_2706,How nice it is here You can say that again . The sunny shining and there ' s pleasant raise . it ' s so lovely,The target utterance is 'You can say that again . The sunny shining and there ' s pleasant raise . it ' s so lovely'. What is the causal span that triggers the emotion happiness?,The sunny shining and there ' s pleasant raise . it ' s so lovely,45,2.0,You can say that again . The sunny shining and there ' s pleasant raise . it ' s so lovely
tr_2706,"How nice it is here You can say that again . The sunny shining and there ' s pleasant raise . it ' s so lovely I ' Ve heard the whether here is ideal , just like spring most of the year","The target utterance is 'I ' Ve heard the whether here is ideal , just like spring most of the year'. What is the causal span that triggers the emotion happiness?",How nice it is here,0,1.0,How nice it is here
tr_2706,"How nice it is here You can say that again . The sunny shining and there ' s pleasant raise . it ' s so lovely I ' Ve heard the whether here is ideal , just like spring most of the year That ' s correct . we have four seasons of spring",The target utterance is 'That ' s correct . we have four seasons of spring'. What is the causal span that triggers the emotion happiness?,The sunny shining and there ' s pleasant raise . it ' s so lovely,45,2.0,You can say that again . The sunny shining and there ' s pleasant raise . it ' s so lovely
tr_6281,"Where is Pamela ? Is she coming ? She told me she'd be here . They are announcing your flight . You'd better board the plane . Are you rushing me ? I am just reminding you about the time . You don't want to miss the plane , do you ? I know what I am doing . Don't worry . Can you do me a favor ? Name it and I'll do it for you . Take care of Pamela when I am away . She is a nice girl . I don't want her to get hurt or anything . I've got it . Thank you . Now I see that you are my true friend . Most of my so-called friends left me at the moment my company went bankrupt . You are the only one who has stood by me the whole time .",The target utterance is 'Thank you . Now I see that you are my true friend . Most of my so-called friends left me at the moment my company went bankrupt . You are the only one who has stood by me the whole time .'. What is the causal span that triggers the emotion happiness?,I've got it .,430,10.0,I've got it .
tr_6281,"Where is Pamela ? Is she coming ? She told me she'd be here . They are announcing your flight . You'd better board the plane . Are you rushing me ? I am just reminding you about the time . You don't want to miss the plane , do you ? I know what I am doing . Don't worry . Can you do me a favor ? Name it and I'll do it for you . Take care of Pamela when I am away . She is a nice girl . I don't want her to get hurt or anything . I've got it . Thank you . Now I see that you are my true friend . Most of my so-called friends left me at the moment my company went bankrupt . You are the only one who has stood by me the whole time . I am just doing what I think I should do .",The target utterance is 'I am just doing what I think I should do .'. What is the causal span that triggers the emotion happiness?,you are my true friend .,471,11.0,Thank you . Now I see that you are my true friend . Most of my so-called friends left me at the moment my company went bankrupt . You are the only one who has stood by me the whole time .
tr_6281,"Where is Pamela ? Is she coming ? She told me she'd be here . They are announcing your flight . You'd better board the plane . Are you rushing me ? I am just reminding you about the time . You don't want to miss the plane , do you ? I know what I am doing . Don't worry . Can you do me a favor ? Name it and I'll do it for you . Take care of Pamela when I am away . She is a nice girl . I don't want her to get hurt or anything . I've got it . Thank you . Now I see that you are my true friend . Most of my so-called friends left me at the moment my company went bankrupt . You are the only one who has stood by me the whole time . I am just doing what I think I should do . Thank you for being a friend of mine .",The target utterance is 'Thank you for being a friend of mine .'. What is the causal span that triggers the emotion happiness?,I've got it .,430,10.0,I've got it .
tr_6281,"Where is Pamela ? Is she coming ? She told me she'd be here . They are announcing your flight . You'd better board the plane . Are you rushing me ? I am just reminding you about the time . You don't want to miss the plane , do you ? I know what I am doing . Don't worry . Can you do me a favor ? Name it and I'll do it for you . Take care of Pamela when I am away . She is a nice girl . I don't want her to get hurt or anything . I've got it . Thank you . Now I see that you are my true friend . Most of my so-called friends left me at the moment my company went bankrupt . You are the only one who has stood by me the whole time . I am just doing what I think I should do . Thank you for being a friend of mine . This isn't like you ... Well , I hope you will have a nice flight and a successful start in business","The target utterance is 'This isn't like you ... Well , I hope you will have a nice flight and a successful start in business'. What is the causal span that triggers the emotion happiness?",Thank you for being a friend of mine .,675,13.0,Thank you for being a friend of mine .
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum .","The target utterance is 'Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum .'. What is the causal span that triggers the emotion happiness?",there is an art exhibition in Taipei Modern Art Museum .,111,1.0,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum ."
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?",The target utterance is 'Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?'. What is the causal span that triggers the emotion happiness?,It sounds interesting to me .,196,2.0,Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting .","The target utterance is 'I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting .'. What is the causal span that triggers the emotion happiness?",there is an art exhibition in Taipei Modern Art Museum .,111,1.0,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum ."
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum .",The target utterance is 'I guess that is the thing we can do with we really want to visit the museum .'. What is the causal span that triggers the emotion happiness?,It sounds interesting to me .,196,2.0,Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be .",The target utterance is 'Look at the ticket booth in the center . There seems to be not as many people as we thought it would be .'. What is the causal span that triggers the emotion happiness?,there is an art exhibition in Taipei Modern Art Museum .,111,1.0,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum ."
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be . Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry .",The target utterance is 'Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry .'. What is the causal span that triggers the emotion happiness?,It sounds interesting to me .,196,2.0,Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be . Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry . Good idea .",The target utterance is 'Good idea .'. What is the causal span that triggers the emotion happiness?,there is an art exhibition in Taipei Modern Art Museum .,111,1.0,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum ."
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be . Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry . Good idea . ( After the breakfast ) Which floor is the art exhibition we are going to ?",The target utterance is '( After the breakfast ) Which floor is the art exhibition we are going to ?'. What is the causal span that triggers the emotion happiness?,It sounds interesting to me .,196,2.0,Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be . Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry . Good idea . ( After the breakfast ) Which floor is the art exhibition we are going to ? I have no idea . Let me take a closer look at my museum map",The target utterance is 'I have no idea . Let me take a closer look at my museum map'. What is the causal span that triggers the emotion happiness?,there is an art exhibition in Taipei Modern Art Museum .,111,1.0,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum ."
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be . Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry . Good idea . ( After the breakfast ) Which floor is the art exhibition we are going to ? I have no idea . Let me take a closer look at my museum map Sure , take your time . We have a whole day .","The target utterance is 'Sure , take your time . We have a whole day .'. What is the causal span that triggers the emotion happiness?",It sounds interesting to me .,196,2.0,Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be . Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry . Good idea . ( After the breakfast ) Which floor is the art exhibition we are going to ? I have no idea . Let me take a closer look at my museum map Sure , take your time . We have a whole day . It's on the 2nd floor . We are going to see some beautiful paintings about the history of ancient Greece .",The target utterance is 'It's on the 2nd floor . We are going to see some beautiful paintings about the history of ancient Greece .'. What is the causal span that triggers the emotion happiness?,We are going to see some beautiful paintings about the history of ancient Greece .,869,11.0,It's on the 2nd floor . We are going to see some beautiful paintings about the history of ancient Greece .
tr_1151,"Dora , are you interested in going to the museum with me tomorrow ? I read the newspaper this morning . I know there is an art exhibition in Taipei Modern Art Museum . Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ? I don't think so . I think we had better go there earlier , or we may have to spend a lot of time waiting . I guess that is the thing we can do with we really want to visit the museum . Look at the ticket booth in the center . There seems to be not as many people as we thought it would be . Yeah . We are lucky . Let's go buy the tickets first . We can have breakfast later . I am so hungry . Good idea . ( After the breakfast ) Which floor is the art exhibition we are going to ? I have no idea . Let me take a closer look at my museum map Sure , take your time . We have a whole day . It's on the 2nd floor . We are going to see some beautiful paintings about the history of ancient Greece . Look at the museum guide . It says there are also some sculptures and potteries in this area . Let's rent an audio guide .",The target utterance is 'Look at the museum guide . It says there are also some sculptures and potteries in this area . Let's rent an audio guide .'. What is the causal span that triggers the emotion happiness?,It sounds interesting to me .,196,2.0,Sure . I am free tomorrow . It sounds interesting to me . Can we buy the ticket online ?
tr_4696,Oh ! What fools we were !,The target utterance is 'What fools we were !'. What is the causal span that triggers the emotion sadness?,b,0,,
tr_4696,"Oh ! What fools we were ! To think of it ! All my old silver ! It meant so much to me . And my new car . To think that he simply drove off with everything in my car . That's what hurts me most . What's so terrible too , is the fools we've made of ourselves .","The target utterance is 'What's so terrible too , is the fools we've made of ourselves .'. What is the causal span that triggers the emotion sadness?",b,210,,
tr_4696,"Oh ! What fools we were ! To think of it ! All my old silver ! It meant so much to me . And my new car . To think that he simply drove off with everything in my car . That's what hurts me most . What's so terrible too , is the fools we've made of ourselves . I hardly dare call the police . They'll just laugh at us . I'll never get over it . Oh , Harry , it was all so unnecessary . That man ! ! How could he do this to us after we'd put him up ?","The target utterance is 'I'll never get over it . Oh , Harry , it was all so unnecessary . That man ! ! How could he do this to us after we'd put him up ?'. What is the causal span that triggers the emotion anger?",he simply drove off with everything in my car . That's what hurts me most .,119,4.0,And my new car . To think that he simply drove off with everything in my car . That's what hurts me most .
tr_4696,"Oh ! What fools we were ! To think of it ! All my old silver ! It meant so much to me . And my new car . To think that he simply drove off with everything in my car . That's what hurts me most . What's so terrible too , is the fools we've made of ourselves . I hardly dare call the police . They'll just laugh at us . I'll never get over it . Oh , Harry , it was all so unnecessary . That man ! ! How could he do this to us after we'd put him up ? And his story didn't even hold together . I feel such an idiot .",The target utterance is 'And his story didn't even hold together . I feel such an idiot .'. What is the causal span that triggers the emotion anger?,he simply drove off with everything in my car . That's what hurts me most .,119,4.0,And my new car . To think that he simply drove off with everything in my car . That's what hurts me most .
tr_3722,Oh ! You're engaged ! What a beautiful engagement ring ! Who to ?,The target utterance is 'Oh ! You're engaged ! What a beautiful engagement ring ! Who to ?'. What is the causal span that triggers the emotion happiness?,You're engaged ! What a beautiful engagement ring !,5,1.0,Oh ! You're engaged ! What a beautiful engagement ring ! Who to ?
tr_3722,Oh ! You're engaged ! What a beautiful engagement ring ! Who to ? Of course Mike . Who else ? We fell in love at first sight .,The target utterance is 'Of course Mike . Who else ? We fell in love at first sight .'. What is the causal span that triggers the emotion happiness?,You're engaged ! What a beautiful engagement ring !,5,1.0,Oh ! You're engaged ! What a beautiful engagement ring ! Who to ?
tr_3722,Oh ! You're engaged ! What a beautiful engagement ring ! Who to ? Of course Mike . Who else ? We fell in love at first sight . When's the wedding going to be ?,The target utterance is 'When's the wedding going to be ?'. What is the causal span that triggers the emotion happiness?,You're engaged ! What a beautiful engagement ring !,5,1.0,Oh ! You're engaged ! What a beautiful engagement ring ! Who to ?
tr_3722,"Oh ! You're engaged ! What a beautiful engagement ring ! Who to ? Of course Mike . Who else ? We fell in love at first sight . When's the wedding going to be ? We haven't decided yet . There are a lot of things to sort out , you know .","The target utterance is 'We haven't decided yet . There are a lot of things to sort out , you know .'. What is the causal span that triggers the emotion happiness?",You're engaged ! What a beautiful engagement ring !,5,1.0,Oh ! You're engaged ! What a beautiful engagement ring ! Who to ?
